date,rented_bike_count,hour,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,seasons,holiday,functioning_day,season_spring,season_summer,season_autumn,season_winter
11/06/2018,1647,21,0.48223350253807107,0.8367346938775511,0.13513513513513511,2000,15.8,0,0,0,Summer,No Holiday,Yes,0,1,0,0
11/06/2018,1117,22,0.48223350253807107,0.7755102040816326,0.013513513513513514,2000,14.6,0,0,0,Summer,No Holiday,Yes,0,1,0,0
11/06/2018,384,23,0.4619289340101523,0.9489795918367347,0.10810810810810811,460,17,0,3.5,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,470,0,0.4568527918781726,0.9591836734693877,0.09459459459459459,1906,17,0,1,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,454,1,0.44923857868020306,0.9387755102040817,0.12162162162162161,1958,16.3,0,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,385,2,0.44923857868020306,0.8877551020408163,0.16216216216216214,2000,15.5,0,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,206,3,0.44416243654822335,0.8877551020408163,0.06756756756756756,1995,15.3,0,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,144,4,0.44416243654822335,0.8571428571428571,0.10810810810810811,2000,14.7,0,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,296,5,0.4365482233502538,0.8877551020408163,0.08108108108108107,2000,15,0,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,740,6,0.42385786802030456,0.8673469387755102,0.13513513513513511,2000,14.1,0.03,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,1573,7,0.434010152284264,0.7857142857142857,0.2027027027027027,1748,13,0.49,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,2495,8,0.48223350253807107,0.6836734693877551,0.14864864864864866,1976,12.7,1.29,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,1317,9,0.535532994923858,0.6122448979591837,0.12162162162162161,1998,13,2.18,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,971,10,0.5609137055837564,0.5408163265306123,0.14864864864864866,1999,12,2.28,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,1092,11,0.5812182741116751,0.5510204081632653,0.35135135135135137,1959,13,2.56,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,1202,12,0.6091370558375635,0.5204081632653061,0.24324324324324323,2000,13.2,2.29,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,1215,13,0.6522842639593909,0.46938775510204084,0.10810810810810811,2000,13.2,3.18,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,1246,14,0.6748149876735458,0.45918367346938777,0.2972972972972973,1961,12.7,1.39,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,1427,15,0.6649746192893401,0.42857142857142855,0.36486486486486486,1977,12.2,1.59,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,1714,16,0.6649746192893401,0.47959183673469385,0.5135135135135135,1996,13.9,2.45,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,2270,17,0.6700507614213198,0.47959183673469385,0.4054054054054054,1976,14.1,1.76,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,3404,18,0.631979695431472,0.5408163265306123,0.48648648648648646,2000,14.6,1.28,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,2873,19,0.5862944162436549,0.5918367346938775,0.3243243243243243,1997,14.3,0.59,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,2579,20,0.5482233502538072,0.6326530612244898,0.4459459459459459,2000,13.9,0.09,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,2505,21,0.5228426395939086,0.7142857142857143,0.24324324324324323,1986,14.9,0,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,2309,22,0.5076142131979695,0.7142857142857143,0.13513513513513511,2000,14.3,0,0,0,Summer,No Holiday,Yes,0,1,0,0
12/06/2018,1657,23,0.49492385786802034,0.7346938775510204,0.08108108108108107,1989,14.3,0,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,1274,0,0.48984771573604063,0.7755102040816326,0.16216216216216214,1968,14.9,0,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,1088,1,0.4796954314720812,0.7857142857142857,0.09459459459459459,1987,14.7,0,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,847,2,0.46700507614213194,0.7653061224489796,0.08108108108108107,1986,13.8,0,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,591,3,0.46954314720812185,0.7448979591836735,0.13513513513513511,1951,13.5,0,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,421,4,0.4746192893401015,0.7551020408163265,0.12162162162162161,1933,13.9,0,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,290,5,0.4720812182741117,0.7755102040816326,0.05405405405405406,1957,14.2,0,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,416,6,0.4746192893401015,0.7653061224489796,0.12162162162162161,1923,14.1,0.06,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,657,7,0.49238578680203043,0.7040816326530612,0.040540540540540536,1277,13.5,0.42,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,959,8,0.5253807106598984,0.6632653061224489,0.2027027027027027,1004,13.8,0.97,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,1111,9,0.5736040609137056,0.6020408163265306,0.21621621621621623,1030,14.1,1.8,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,1269,10,0.583756345177665,0.5816326530612245,0.2972972972972973,1145,14,1.1,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,1478,11,0.6218274111675127,0.5204081632653061,0.2027027027027027,1333,13.6,1.97,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,1747,12,0.6218274111675127,0.5714285714285714,0.31081081081081074,1094,15.1,1.74,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,1834,13,0.631979695431472,0.5306122448979592,0.24324324324324323,1554,14.3,1.7,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,2088,14,0.6751269035532995,0.5102040816326531,0.3243243243243243,1119,15.3,2.95,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,2288,15,0.6472081218274112,0.5102040816326531,0.2972972972972973,1025,14.3,0.47,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,2474,16,0.6548223350253808,0.5102040816326531,0.22972972972972971,1152,14.5,0.66,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,2664,17,0.6748149876735458,0.5816326530612245,0.4459459459459459,919,16.4,0.87,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,2479,18,0.5939086294416244,0.6428571428571429,0.48648648648648646,1245,15.9,0.5,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,2404,19,0.5786802030456853,0.6530612244897959,0.31081081081081074,1444,15.6,0.45,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,2276,20,0.5609137055837564,0.6632653061224489,0.17567567567567569,1611,15.2,0.09,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,2166,21,0.5532994923857868,0.6836734693877551,0,1485,15.3,0,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,1934,22,0.5482233502538072,0.673469387755102,0.16216216216216214,1438,14.9,0,0,0,Summer,No Holiday,Yes,0,1,0,0
13/06/2018,1394,23,0.5456852791878173,0.6326530612244898,0.013513513513513514,1827,13.9,0,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,1047,0,0.535532994923858,0.7040816326530612,0.06756756756756756,1086,15.1,0,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,715,1,0.5279187817258884,0.7346938775510204,0.13513513513513511,912,15.5,0,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,453,2,0.5279187817258884,0.7448979591836735,0.10810810810810811,829,15.7,0,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,289,3,0.5279187817258884,0.7448979591836735,0.09459459459459459,756,15.7,0,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,193,4,0.5329949238578681,0.7346938775510204,0.10810810810810811,677,15.7,0,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,154,5,0.5152284263959391,0.8571428571428571,0.43243243243243246,518,17.5,0,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,100,6,0.49492385786802034,0.9693877551020408,0.18918918918918917,179,18.6,0,1.5,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,94,7,0.49238578680203043,0.9897959183673469,0.12162162162162161,272,18.9,0,13.5,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,187,8,0.4796954314720812,0.9897959183673469,0.16216216216216214,492,18.4,0.06,11.5,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,175,9,0.484771573604061,0.9795918367346939,0.08108108108108107,273,18.4,0.17,1.5,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,532,10,0.5,0.9591836734693877,0.14864864864864866,497,18.7,0.61,1,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,735,11,0.5203045685279188,0.8061224489795918,0.22972972972972971,770,16.7,1.25,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,945,12,0.5380710659898477,0.7653061224489796,0.09459459459459459,876,16.5,1.07,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,1056,13,0.5786802030456853,0.6836734693877551,0.16216216216216214,930,16.3,1.55,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,1153,14,0.6040609137055838,0.6326530612244898,0.16216216216216214,1282,16,1.91,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,1292,15,0.6243654822335026,0.5816326530612245,0.24324324324324323,1664,15.5,1.54,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,1550,16,0.6345177664974619,0.5714285714285714,0.09459459459459459,1723,15.6,1.27,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,1934,17,0.6243654822335026,0.5816326530612245,0.13513513513513511,1866,15.5,0.45,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,2962,18,0.6091370558375635,0.6224489795918368,0.2027027027027027,1935,16,0.26,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,1856,19,0.5989847715736041,0.6428571428571429,0.08108108108108107,1956,16.1,0.19,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,1557,20,0.5736040609137056,0.7551020408163265,0.16216216216216214,1594,17.7,0.01,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,1807,21,0.5634517766497462,0.7346938775510204,0.13513513513513511,1786,16.9,0,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,1737,22,0.5532994923857868,0.7346938775510204,0.13513513513513511,1952,16.5,0,0,0,Summer,No Holiday,Yes,0,1,0,0
14/06/2018,1295,23,0.5482233502538072,0.6938775510204082,0.10810810810810811,2000,15.4,0,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,986,0,0.5329949238578681,0.7142857142857143,0.12162162162162161,2000,15.3,0,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,717,1,0.5228426395939086,0.6632653061224489,0.16216216216216214,2000,13.7,0,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,403,2,0.5101522842639594,0.6836734693877551,0.14864864864864866,2000,13.7,0,0.1,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,154,3,0.4771573604060914,0.9489795918367347,0.13513513513513511,419,17.6,0,5.4,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,72,4,0.4568527918781726,0.9489795918367347,0.21621621621621623,627,16.8,0,10.5,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,161,5,0.4416243654822335,0.8775510204081632,0.14864864864864866,1820,15,0,0.5,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,609,6,0.4365482233502538,0.8469387755102041,0.17567567567567569,2000,14.2,0.07,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,1467,7,0.4619289340101523,0.7653061224489796,0.18918918918918917,2000,13.6,0.56,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,2328,8,0.4746192893401015,0.7244897959183674,0.14864864864864866,1992,13.3,0.61,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,1170,9,0.5101522842639594,0.6632653061224489,0.18918918918918917,2000,13.3,0.93,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,1004,10,0.5583756345177665,0.5714285714285714,0.2027027027027027,1989,12.8,1.91,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,1118,11,0.5812182741116751,0.5816326530612245,0.18918918918918917,1918,13.9,2.24,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,1193,12,0.6192893401015228,0.5102040816326531,0.21621621621621623,2000,13.2,3.07,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,1035,13,0.6421319796954316,0.4897959183673469,0.24324324324324323,1935,13.4,3.42,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,1027,14,0.6700507614213198,0.4387755102040816,0.28378378378378377,1944,12.8,3.23,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,1461,15,0.6776649746192893,0.40816326530612246,0.21621621621621623,1995,11.9,2.42,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,1726,16,0.6725888324873097,0.45918367346938777,0.21621621621621623,2000,13.5,1.91,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,2460,17,0.6624365482233503,0.45918367346938777,0.18918918918918917,2000,13.2,1.26,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,2891,18,0.6573604060913706,0.4489795918367347,0.2027027027027027,2000,12.7,1.36,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,2984,19,0.616751269035533,0.4897959183673469,0.2027027027027027,2000,12.5,0.59,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,2441,20,0.5736040609137056,0.5204081632653061,0.17567567567567569,2000,11.9,0.06,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,2337,21,0.5431472081218274,0.5510204081632653,0.2027027027027027,2000,11.6,0,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,2155,22,0.5177664974619289,0.5510204081632653,0.18918918918918917,2000,10.7,0,0,0,Summer,No Holiday,Yes,0,1,0,0
15/06/2018,1593,23,0.4974619289340102,0.5612244897959183,0.18918918918918917,2000,10.3,0,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,1217,0,0.48223350253807107,0.5816326530612245,0.21621621621621623,2000,10.2,0,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,1056,1,0.46700507614213194,0.6020408163265306,0.17567567567567569,2000,10.2,0,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,764,2,0.4543147208121827,0.6122448979591837,0.10810810810810811,2000,10,0,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,518,3,0.4416243654822335,0.6224489795918368,0.16216216216216214,2000,9.7,0,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,317,4,0.4289340101522842,0.6428571428571429,0.13513513513513511,2000,9.8,0,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,277,5,0.42131979695431476,0.6632653061224489,0.16216216216216214,2000,9.9,0,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,381,6,0.4137055837563452,0.673469387755102,0.09459459459459459,2000,9.9,0.05,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,583,7,0.43147208121827413,0.6122448979591837,0.14864864864864866,1993,9.1,0.47,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,892,8,0.4746192893401015,0.5816326530612245,0.13513513513513511,1956,9.9,1.05,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,1144,9,0.5177664974619289,0.5510204081632653,0.2027027027027027,2000,10.7,1.88,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,1166,10,0.5532994923857868,0.46938775510204084,0.12162162162162161,1927,9.6,2.46,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,1330,11,0.5939086294416244,0.46938775510204084,0.21621621621621623,1954,11.1,2.96,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,1525,12,0.6294416243654822,0.4387755102040816,0.16216216216216214,1943,11.3,3.27,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,1704,13,0.6649746192893401,0.37755102040816324,0.16216216216216214,1936,10.3,3.36,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,1783,14,0.6878172588832487,0.40816326530612246,0.24324324324324323,1779,12.3,3.26,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,1861,15,0.7055837563451777,0.41836734693877553,0.21621621621621623,1851,13.3,2.89,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,1991,16,0.718274111675127,0.41836734693877553,0.35135135135135137,1852,13.7,2.58,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,2383,17,0.7208121827411167,0.4387755102040816,0.27027027027027023,1806,14.6,1.93,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,2451,18,0.7106598984771574,0.46938775510204084,0.31081081081081074,1833,15.2,1.23,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,2475,19,0.6903553299492385,0.4897959183673469,0.18918918918918917,1994,15.2,0.57,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,2497,20,0.6345177664974619,0.6122448979591837,0.3243243243243243,1773,16.6,0.1,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,2435,21,0.6015228426395939,0.6530612244897959,0.22972972972972971,1707,16.4,0,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,1995,22,0.5786802030456853,0.7040816326530612,0.22972972972972971,1656,16.8,0,0,0,Summer,No Holiday,Yes,0,1,0,0
16/06/2018,1615,23,0.5609137055837564,0.7448979591836735,0.21621621621621623,1180,17,0,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,1394,0,0.5456852791878173,0.7755102040816326,0.18918918918918917,1015,17,0,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,929,1,0.5304568527918782,0.8061224489795918,0.27027027027027023,932,17.1,0,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,755,2,0.5203045685279188,0.7755102040816326,0.14864864864864866,994,16.1,0,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,491,3,0.5050761421319797,0.8163265306122449,0.21621621621621623,741,16.3,0,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,304,4,0.49238578680203043,0.8367346938775511,0.12162162162162161,531,16.2,0,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,238,5,0.48223350253807107,0.8673469387755102,0.10810810810810811,567,16.4,0,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,324,6,0.4796954314720812,0.8469387755102041,0.040540540540540536,576,15.9,0.05,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,475,7,0.4974619289340102,0.7653061224489796,0.12162162162162161,884,15,0.42,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,715,8,0.535532994923858,0.7142857142857143,0.040540540540540536,766,15.4,0.9,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,944,9,0.5710659898477157,0.673469387755102,0.16216216216216214,605,15.8,0.97,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,953,10,0.583756345177665,0.673469387755102,0.14864864864864866,516,16.2,0.83,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,1146,11,0.5989847715736041,0.6428571428571429,0.09459459459459459,523,16.1,0.93,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,1422,12,0.6294416243654822,0.5714285714285714,0.12162162162162161,530,15.4,1.57,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,1563,13,0.6522842639593909,0.5306122448979592,0.14864864864864866,639,15,1.81,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,1709,14,0.6802030456852792,0.4489795918367347,0.21621621621621623,760,13.5,2.01,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,1979,15,0.6928934010152284,0.5204081632653061,0.35135135135135137,598,16.2,2.4,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,2235,16,0.6751269035532995,0.5204081632653061,0.2972972972972973,809,15.6,1.27,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,2330,17,0.6748149876735458,0.5918367346938775,0.4459459459459459,865,16.7,0.66,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,2474,18,0.6345177664974619,0.6020408163265306,0.45945945945945943,1324,16.4,0.54,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,2481,19,0.6142131979695431,0.6326530612244898,0.25675675675675674,1225,16.4,0.39,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,2429,20,0.5862944162436549,0.6836734693877551,0.28378378378378377,1060,16.6,0.03,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,2055,21,0.5761421319796954,0.673469387755102,0.12162162162162161,1069,16,0,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,1819,22,0.5634517766497462,0.7142857142857143,0.06756756756756756,1056,16.4,0,0,0,Summer,No Holiday,Yes,0,1,0,0
17/06/2018,1323,23,0.550761421319797,0.7551020408163265,0.18918918918918917,920,16.8,0,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,917,0,0.5406091370558376,0.7551020408163265,0.18918918918918917,963,16.4,0,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,547,1,0.5329949238578681,0.7551020408163265,0.06756756756756756,990,16.1,0,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,436,2,0.5253807106598984,0.7755102040816326,0.040540540540540536,920,16.3,0,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,202,3,0.5203045685279188,0.7857142857142857,0.06756756756756756,865,16.3,0,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,164,4,0.5126903553299492,0.7959183673469388,0.09459459459459459,884,16.2,0,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,383,5,0.5076142131979695,0.8163265306122449,0.040540540540540536,824,16.4,0,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,779,6,0.5076142131979695,0.7959183673469388,0.05405405405405406,752,16,0.05,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,1590,7,0.5228426395939086,0.7755102040816326,0.06756756756756756,786,16.2,0.3,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,2357,8,0.5761421319796954,0.6632653061224489,0.09459459459459459,759,15.7,1.05,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,1263,9,0.6269035532994924,0.6020408163265306,0.14864864864864866,616,16.1,1.8,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,822,10,0.6624365482233503,0.5408163265306123,0.12162162162162161,554,15.7,2.14,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,915,11,0.6928934010152284,0.45918367346938777,0.3243243243243243,846,14.3,2.84,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,988,12,0.7208121827411167,0.45918367346938777,0.2972972972972973,649,15.3,2.92,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,938,13,0.7461928934010152,0.42857142857142855,0.22972972972972971,689,15.1,3.1,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,997,14,0.7563451776649747,0.3673469387755102,0.27027027027027023,1382,13.1,2.63,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,1177,15,0.7741116751269036,0.3469387755102041,0.37837837837837834,1590,12.8,2.87,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,1401,16,0.7741116751269036,0.3469387755102041,0.3918918918918919,1830,12.8,2.51,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,2040,17,0.7487309644670052,0.3673469387755102,0.5,1786,12.8,1.94,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,746,18,0.7411167512690355,0.35714285714285715,0.36486486486486486,1900,12.1,1.27,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,1557,19,0.7131979695431473,0.3877551020408163,0.35135135135135137,2000,12.4,0.63,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,2515,20,0.6522842639593909,0.4387755102040816,0.28378378378378377,2000,12.1,0.12,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,1702,21,0.6040609137055838,0.4897959183673469,0.27027027027027023,2000,12.1,0,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,1373,22,0.5812182741116751,0.5714285714285714,0.17567567567567569,1927,13.6,0,0,0,Summer,No Holiday,Yes,0,1,0,0
18/06/2018,1732,23,0.5659898477157361,0.6020408163265306,0.14864864864864866,1892,13.8,0,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,1055,0,0.5456852791878173,0.6428571428571429,0.13513513513513511,1740,14.1,0,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,766,1,0.5304568527918782,0.673469387755102,0.10810810810810811,1528,14.3,0,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,527,2,0.5126903553299492,0.7244897959183674,0.16216216216216214,1414,14.7,0,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,369,3,0.5050761421319797,0.7040816326530612,0.18918918918918917,1179,14,0,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,268,4,0.5,0.7448979591836735,0.21621621621621623,848,14.7,0,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,317,5,0.49238578680203043,0.7857142857142857,0.10810810810810811,831,15.2,0,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,746,6,0.484771573604061,0.7653061224489796,0.05405405405405406,1039,14.5,0.08,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,1616,7,0.5050761421319797,0.7346938775510204,0.08108108108108107,840,14.6,0.32,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,2430,8,0.535532994923858,0.673469387755102,0.13513513513513511,797,14.4,0.62,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,1381,9,0.5685279187817259,0.6326530612244898,0.12162162162162161,761,14.7,0.93,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,937,10,0.6015228426395939,0.5714285714285714,0.21621621621621623,1074,14.3,1.34,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,1014,11,0.6243654822335026,0.5408163265306123,0.18918918918918917,1472,14.3,1.67,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,1224,12,0.6548223350253808,0.4897959183673469,0.2027027027027027,1487,13.9,2.31,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,1230,13,0.6751269035532995,0.46938775510204084,0.3918918918918919,1482,14,2.31,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,1258,14,0.6903553299492385,0.4489795918367347,0.3918918918918919,1377,13.8,2.59,0,0,Summer,No Holiday,Yes,0,1,0,0
19/06/2018,1363,15,0.6776649746192893,0.42857142857142855,0.35135135135135137,1634,12.7,1.89,0,0,Summer,No Holiday,Yes,0,1,0,0
